"","brandsize_f","obs_id","dis","feature","price","idx.id1","idx.id2"
"1",FALSE,2157,0,0,0.034,   1,Heinz28
"2",TRUE,2157,0,0,0.030,   1,Heinz32
"3",FALSE,2157,0,0,0.046,   1,Heinz40
"4",FALSE,2157,0,0,0.028,   1,Hunts32
"5",TRUE,2484,0,1,0.021,   2,Heinz28
"6",FALSE,2484,0,0,0.030,   2,Heinz32
"7",FALSE,2484,0,0,0.049,   2,Heinz40
"8",FALSE,2484,0,0,0.035,   2,Hunts32
"9",FALSE, 491,0,0,0.042,   3,Heinz28
"10",TRUE, 491,1,0,0.031,   3,Heinz32
"11",FALSE, 491,0,0,0.046,   3,Heinz40
"12",FALSE, 491,0,0,0.035,   3,Hunts32
"13",FALSE, 703,0,0,0.050,   4,Heinz28
"14",TRUE, 703,0,0,0.029,   4,Heinz32
"15",FALSE, 703,0,0,0.046,   4,Heinz40
"16",FALSE, 703,0,0,0.037,   4,Hunts32
"17",FALSE,2046,0,1,0.046,   5,Heinz28
"18",TRUE,2046,0,0,0.030,   5,Heinz32
"19",FALSE,2046,0,0,0.046,   5,Heinz40
"20",FALSE,2046,0,0,0.048,   5,Hunts32
"21",FALSE, 801,0,0,0.034,   6,Heinz28
"22",TRUE, 801,0,0,0.031,   6,Heinz32
"23",FALSE, 801,0,0,0.050,   6,Heinz40
"24",FALSE, 801,0,0,0.031,   6,Hunts32
"25",FALSE,1040,0,0,0.050,   7,Heinz28
"26",TRUE,1040,0,0,0.034,   7,Heinz32
"27",FALSE,1040,0,0,0.046,   7,Heinz40
"28",FALSE,1040,0,0,0.041,   7,Hunts32
"29",FALSE, 485,0,0,0.041,   8,Heinz28
"30",TRUE, 485,0,0,0.027,   8,Heinz32
"31",FALSE, 485,0,0,0.048,   8,Heinz40
"32",FALSE, 485,0,0,0.035,   8,Hunts32
"33",TRUE,1385,0,0,0.043,   9,Heinz28
"34",FALSE,1385,0,0,0.030,   9,Heinz32
"35",FALSE,1385,0,0,0.050,   9,Heinz40
"36",FALSE,1385,0,0,0.030,   9,Hunts32
"37",FALSE, 948,0,0,0.042,  10,Heinz28
"38",FALSE, 948,0,0,0.034,  10,Heinz32
"39",TRUE, 948,0,0,0.050,  10,Heinz40
"40",FALSE, 948,0,0,0.031,  10,Hunts32
"41",FALSE, 979,0,0,0.053,  11,Heinz28
"42",FALSE, 979,0,0,0.037,  11,Heinz32
"43",FALSE, 979,0,0,0.050,  11,Heinz40
"44",TRUE, 979,0,0,0.037,  11,Hunts32
"45",FALSE,1557,0,0,0.046,  12,Heinz28
"46",FALSE,1557,1,0,0.033,  12,Heinz32
"47",FALSE,1557,0,0,0.046,  12,Heinz40
"48",TRUE,1557,0,0,0.040,  12,Hunts32
"49",FALSE,2746,0,0,0.045,  13,Heinz28
"50",TRUE,2746,0,0,0.034,  13,Heinz32
"51",FALSE,2746,0,0,0.044,  13,Heinz40
"52",FALSE,2746,0,0,0.031,  13,Hunts32
"53",TRUE,1249,0,0,0.042,  14,Heinz28
"54",FALSE,1249,0,0,0.030,  14,Heinz32
"55",FALSE,1249,0,0,0.050,  14,Heinz40
"56",FALSE,1249,0,0,0.030,  14,Hunts32
"57",FALSE,1471,0,0,0.050,  15,Heinz28
"58",TRUE,1471,0,0,0.032,  15,Heinz32
"59",FALSE,1471,0,0,0.048,  15,Heinz40
"60",FALSE,1471,0,0,0.041,  15,Hunts32
"61",FALSE,1209,0,0,0.043,  16,Heinz28
"62",TRUE,1209,0,0,0.037,  16,Heinz32
"63",FALSE,1209,0,0,0.045,  16,Heinz40
"64",FALSE,1209,0,0,0.034,  16,Hunts32
"65",FALSE, 908,0,0,0.049,  17,Heinz28
"66",TRUE, 908,0,0,0.034,  17,Heinz32
"67",FALSE, 908,0,0,0.046,  17,Heinz40
"68",FALSE, 908,1,0,0.028,  17,Hunts32
"69",FALSE,1697,0,0,0.040,  18,Heinz28
"70",TRUE,1697,1,0,0.025,  18,Heinz32
"71",FALSE,1697,0,0,0.050,  18,Heinz40
"72",FALSE,1697,0,0,0.031,  18,Hunts32
"73",FALSE, 327,0,0,0.038,  19,Heinz28
"74",FALSE, 327,0,0,0.030,  19,Heinz32
