"","brandsize_f","obs_id","dis","feature","price","idx.id1","idx.id2"
"1",FALSE, 241,1,0,0.040,   1,Heinz28
"2",TRUE, 241,0,0,0.034,   1,Heinz32
"3",FALSE, 241,0,0,0.051,   1,Heinz40
"4",FALSE, 241,0,0,0.031,   1,Hunts32
"5",FALSE, 991,0,0,0.043,   2,Heinz28
"6",FALSE, 991,0,0,0.034,   2,Heinz32
"7",TRUE, 991,0,0,0.032,   2,Heinz40
"8",FALSE, 991,0,0,0.034,   2,Hunts32
"9",FALSE, 521,0,0,0.043,   3,Heinz28
"10",TRUE, 521,0,1,0.028,   3,Heinz32
"11",FALSE, 521,0,0,0.042,   3,Heinz40
"12",FALSE, 521,0,0,0.031,   3,Hunts32
"13",FALSE,1755,0,0,0.050,   4,Heinz28
"14",TRUE,1755,0,0,0.032,   4,Heinz32
"15",FALSE,1755,0,0,0.049,   4,Heinz40
"16",FALSE,1755,0,0,0.041,   4,Hunts32
"17",FALSE,1794,0,0,0.049,   5,Heinz28
"18",FALSE,1794,0,0,0.035,   5,Heinz32
"19",TRUE,1794,1,0,0.042,   5,Heinz40
"20",FALSE,1794,0,0,0.042,   5,Hunts32
"21",FALSE, 210,0,0,0.056,   6,Heinz28
"22",TRUE, 210,1,0,0.034,   6,Heinz32
"23",FALSE, 210,0,0,0.046,   6,Heinz40
"24",FALSE, 210,0,0,0.047,   6,Hunts32
"25",TRUE,1336,0,0,0.053,   7,Heinz28
"26",FALSE,1336,0,0,0.037,   7,Heinz32
"27",FALSE,1336,0,0,0.046,   7,Heinz40
"28",FALSE,1336,0,0,0.037,   7,Hunts32
"29",FALSE,1053,0,0,0.034,   8,Heinz28
"30",FALSE,1053,0,0,0.034,   8,Heinz32
"31",TRUE,1053,0,0,0.050,   8,Heinz40
"32",FALSE,1053,0,0,0.031,   8,Hunts32
"33",FALSE,1064,0,0,0.050,   9,Heinz28
"34",FALSE,1064,0,0,0.034,   9,Heinz32
"35",FALSE,1064,0,0,0.046,   9,Heinz40
"36",TRUE,1064,1,1,0.027,   9,Hunts32
"37",FALSE, 317,0,0,0.043,  10,Heinz28
"38",FALSE, 317,0,0,0.032,  10,Heinz32
"39",FALSE, 317,0,0,0.040,  10,Heinz40
"40",TRUE, 317,0,0,0.018,  10,Hunts32
"41",FALSE, 970,0,0,0.047,  11,Heinz28
"42",FALSE, 970,0,0,0.031,  11,Heinz32
"43",FALSE, 970,0,0,0.050,  11,Heinz40
"44",TRUE, 970,0,0,0.031,  11,Hunts32
"45",FALSE,1817,0,0,0.050,  12,Heinz28
"46",TRUE,1817,0,0,0.018,  12,Heinz32
"47",FALSE,1817,0,0,0.046,  12,Heinz40
"48",FALSE,1817,0,0,0.034,  12,Hunts32
"49",FALSE, 690,0,0,0.053,  13,Heinz28
"50",TRUE, 690,0,0,0.022,  13,Heinz32
"51",FALSE, 690,0,0,0.046,  13,Heinz40
"52",FALSE, 690,0,0,0.034,  13,Hunts32
"53",FALSE, 787,0,0,0.046,  14,Heinz28
"54",TRUE, 787,1,0,0.033,  14,Heinz32
"55",FALSE, 787,0,0,0.046,  14,Heinz40
"56",FALSE, 787,0,0,0.048,  14,Hunts32
"57",FALSE,2406,0,0,0.041,  15,Heinz28
"58",TRUE,2406,1,0,0.031,  15,Heinz32
"59",FALSE,2406,0,0,0.050,  15,Heinz40
"60",FALSE,2406,0,0,0.031,  15,Hunts32
"61",TRUE, 661,1,0,0.031,  16,Heinz28
"62",FALSE, 661,0,0,0.037,  16,Heinz32
"63",FALSE, 661,0,0,0.042,  16,Heinz40
"64",FALSE, 661,0,0,0.034,  16,Hunts32
"65",TRUE,1194,0,0,0.042,  17,Heinz28
"66",FALSE,1194,1,0,0.031,  17,Heinz32
"67",FALSE,1194,0,0,0.046,  17,Heinz40
"68",FALSE,1194,0,0,0.035,  17,Hunts32
"69",FALSE, 983,0,0,0.061,  18,Heinz28
"70",TRUE, 983,1,1,0.031,  18,Heinz32
"71",FALSE, 983,0,0,0.046,  18,Heinz40
"72",FALSE, 983,0,0,0.037,  18,Hunts32
"73",TRUE, 864,0,1,0.046,  19,Heinz28
"74",FALSE, 864,0,0,0.030,  19,Heinz32
"75",FALSE, 864,0,0,0.046,  19,Heinz40
"76",FALSE, 864,0,0,0.048,  19,Hunts32
"77",FALSE,1211,0,0,0.052,  20,Heinz28
"78",TRUE,1211,0,0,0.028,  20,Heinz32
"79",FALSE,1211,0,0,0.046,  20,Heinz40
"80",FALSE,1211,0,0,0.037,  20,Hunts32
"81",FALSE,1839,1,0,0.036,  21,Heinz28
"82",TRUE,1839,0,0,0.037,  21,Heinz32
"83",FALSE,1839,0,0,0.052,  21,Heinz40
"84",FALSE,1839,0,0,0.037,  21,Hunts32
"85",FALSE,1579,0,0,0.043,  22,Heinz28
"86",TRUE,1579,0,0,0.037,  22,Heinz32
"87",FALSE,1579,0,0,0.045,  22,Heinz40
"88",FALSE,1579,0,0,0.034,  22,Hunts32
"89",FALSE,2167,0,0,0.042,  23,Heinz28
"90",FALSE,2167,0,0,0.037,  23,Heinz32
"91",TRUE,2167,0,0,0.044,  23,Heinz40
"92",FALSE,2167,0,0,0.034,  23,Hunts32
"93",FALSE,1615,0,0,0.053,  24,Heinz28
"94",FALSE,1615,0,0,0.037,  24,Heinz32
"95",FALSE,1615,0,0,0.052,  24,Heinz40
"96",TRUE,1615,0,0,0.037,  24,Hunts32
"97",TRUE, 158,0,0,0.039,  25,Heinz28
"98",FALSE, 158,1,0,0.032,  25,Heinz32
"99",FALSE, 158,0,0,0.053,  25,Heinz40
