"","brandsize_f","obs_id","dis","feature","price","idx.id1","idx.id2"
"1",FALSE,2261,0,0,0.052,   1,Heinz28
"2",TRUE,2261,1,0,0.028,   1,Heinz32
"3",FALSE,2261,0,0,0.046,   1,Heinz40
"4",FALSE,2261,0,0,0.037,   1,Hunts32
"5",FALSE,1067,0,0,0.034,   2,Heinz28
"6",TRUE,1067,0,0,0.021,   2,Heinz32
"7",FALSE,1067,0,0,0.050,   2,Heinz40
"8",FALSE,1067,0,0,0.028,   2,Hunts32
"9",TRUE,2445,1,0,0.031,   3,Heinz28
"10",FALSE,2445,0,0,0.037,   3,Heinz32
"11",FALSE,2445,0,0,0.042,   3,Heinz40
"12",FALSE,2445,0,0,0.031,   3,Hunts32
"13",FALSE, 179,0,0,0.048,   4,Heinz28
"14",TRUE, 179,0,0,0.030,   4,Heinz32
"15",FALSE, 179,0,0,0.070,   4,Heinz40
"16",FALSE, 179,0,0,0.063,   4,Hunts32
"17",TRUE, 930,0,0,0.047,   5,Heinz28
"18",FALSE, 930,0,0,0.032,   5,Heinz32
"19",FALSE, 930,0,0,0.050,   5,Heinz40
"20",FALSE, 930,0,0,0.031,   5,Hunts32
"21",FALSE,2162,0,0,0.034,   6,Heinz28
"22",TRUE,2162,1,0,0.031,   6,Heinz32
"23",FALSE,2162,0,0,0.050,   6,Heinz40
"24",FALSE,2162,0,0,0.031,   6,Hunts32
"25",TRUE,1419,0,0,0.035,   7,Heinz28
"26",FALSE,1419,0,0,0.030,   7,Heinz32
"27",FALSE,1419,0,0,0.050,   7,Heinz40
"28",FALSE,1419,0,0,0.030,   7,Hunts32
"29",TRUE,1871,0,0,0.050,   8,Heinz28
"30",FALSE,1871,0,0,0.034,   8,Heinz32
"31",FALSE,1871,0,0,0.050,   8,Heinz40
"32",FALSE,1871,0,0,0.034,   8,Hunts32
"33",TRUE,1971,0,0,0.042,   9,Heinz28
"34",FALSE,1971,0,0,0.030,   9,Heinz32
"35",FALSE,1971,0,0,0.050,   9,Heinz40
"36",FALSE,1971,0,0,0.030,   9,Hunts32
"37",FALSE, 434,0,0,0.052,  10,Heinz28
"38",FALSE, 434,0,0,0.037,  10,Heinz32
"39",FALSE, 434,0,0,0.046,  10,Heinz40
"40",TRUE, 434,0,0,0.028,  10,Hunts32
"41",FALSE, 156,0,0,0.045,  11,Heinz28
"42",FALSE, 156,0,0,0.034,  11,Heinz32
"43",FALSE, 156,0,0,0.050,  11,Heinz40
"44",TRUE, 156,0,0,0.028,  11,Hunts32
"45",TRUE, 805,0,0,0.052,  12,Heinz28
"46",FALSE, 805,0,0,0.032,  12,Heinz32
"47",FALSE, 805,0,0,0.046,  12,Heinz40
"48",FALSE, 805,0,0,0.037,  12,Hunts32
"49",TRUE, 665,0,0,0.042,  13,Heinz28
"50",FALSE, 665,0,0,0.037,  13,Heinz32
"51",FALSE, 665,0,0,0.050,  13,Heinz40
"52",FALSE, 665,0,0,0.037,  13,Hunts32
"53",FALSE,2049,0,0,0.044,  14,Heinz28
"54",TRUE,2049,0,0,0.030,  14,Heinz32
"55",FALSE,2049,0,0,0.048,  14,Heinz40
"56",FALSE,2049,0,0,0.041,  14,Hunts32
"57",FALSE,2385,0,0,0.041,  15,Heinz28
"58",TRUE,2385,0,0,0.027,  15,Heinz32
"59",FALSE,2385,0,0,0.048,  15,Heinz40
"60",FALSE,2385,0,0,0.033,  15,Hunts32
"61",TRUE,2624,1,0,0.031,  16,Heinz28
"62",FALSE,2624,0,0,0.037,  16,Heinz32
"63",FALSE,2624,0,0,0.042,  16,Heinz40
"64",FALSE,2624,0,0,0.034,  16,Hunts32
"65",TRUE,2757,1,0,0.043,  17,Heinz28
"66",FALSE,2757,0,0,0.036,  17,Heinz32
"67",FALSE,2757,0,1,0.049,  17,Heinz40
"68",FALSE,2757,0,0,0.037,  17,Hunts32
"69",FALSE,2232,0,0,0.050,  18,Heinz28
"70",TRUE,2232,0,0,0.015,  18,Heinz32
"71",FALSE,2232,0,0,0.046,  18,Heinz40
"72",FALSE,2232,0,0,0.031,  18,Hunts32
"73",FALSE,2313,0,0,0.050,  19,Heinz28
"74",FALSE,2313,0,0,0.037,  19,Heinz32
"75",FALSE,2313,0,0,0.046,  19,Heinz40
"76",TRUE,2313,0,0,0.018,  19,Hunts32
"77",TRUE, 571,1,0,0.035,  20,Heinz28
"78",FALSE, 571,0,0,0.037,  20,Heinz32
"79",FALSE, 571,0,0,0.042,  20,Heinz40
"80",FALSE, 571,0,0,0.034,  20,Hunts32
"81",FALSE,2211,0,0,0.035,  21,Heinz28
"82",TRUE,2211,0,0,0.030,  21,Heinz32
"83",FALSE,2211,0,1,0.032,  21,Heinz40
"84",FALSE,2211,0,0,0.028,  21,Hunts32
"85",FALSE,1940,0,0,0.043,  22,Heinz28
"86",FALSE,1940,0,0,0.037,  22,Heinz32
"87",FALSE,1940,0,0,0.045,  22,Heinz40
"88",TRUE,1940,0,0,0.028,  22,Hunts32
"89",TRUE,1980,0,0,0.053,  23,Heinz28
"90",FALSE,1980,0,0,0.034,  23,Heinz32
"91",FALSE,1980,0,0,0.046,  23,Heinz40
"92",FALSE,1980,0,0,0.031,  23,Hunts32
"93",TRUE, 296,0,0,0.047,  24,Heinz28
"94",FALSE, 296,0,0,0.034,  24,Heinz32
"95",FALSE, 296,0,0,0.050,  24,Heinz40
"96",FALSE, 296,0,0,0.031,  24,Hunts32
"97",FALSE,2442,0,0,0.052,  25,Heinz28
"98",TRUE,2442,1,0,0.018,  25,Heinz32
"99",FALSE,2442,0,0,0.046,  25,Heinz40
"100",FALSE,2442,0,0,0.034,  25,Hunts32
"101",FALSE,2184,0,0,0.042,  26,Heinz28
"102",TRUE,2184,0,0,0.022,  26,Heinz32
"103",FALSE,2184,0,0,0.044,  26,Heinz40
"104",FALSE,2184,0,0,0.034,  26,Hunts32
"105",FALSE,1946,0,0,0.050,  27,Heinz28
"106",TRUE,1946,1,0,0.031,  27,Heinz32
"107",FALSE,1946,0,0,0.050,  27,Heinz40
