"","brandsize_f","obs_id","dis","feature","price","idx.id1","idx.id2"
"1",FALSE,1220,0,0,0.034,   1,Heinz28
"2",TRUE,1220,0,0,0.024,   1,Heinz32
"3",FALSE,1220,0,0,0.050,   1,Heinz40
"4",FALSE,1220,0,0,0.028,   1,Hunts32
"5",FALSE, 772,0,0,0.042,   2,Heinz28
"6",FALSE, 772,0,0,0.037,   2,Heinz32
"7",FALSE, 772,0,0,0.042,   2,Heinz40
"8",TRUE, 772,0,1,0.028,   2,Hunts32
"9",TRUE, 191,0,0,0.039,   3,Heinz28
"10",FALSE, 191,0,0,0.034,   3,Heinz32
"11",FALSE, 191,0,0,0.046,   3,Heinz40
"12",FALSE, 191,0,0,0.031,   3,Hunts32
"13",TRUE, 353,1,0,0.039,   4,Heinz28
"14",FALSE, 353,0,0,0.030,   4,Heinz32
"15",FALSE, 353,0,0,0.050,   4,Heinz40
"16",FALSE, 353,0,0,0.030,   4,Hunts32
"17",FALSE,2120,0,0,0.046,   5,Heinz28
"18",FALSE,2120,0,0,0.037,   5,Heinz32
"19",TRUE,2120,0,0,0.042,   5,Heinz40
"20",FALSE,2120,0,0,0.034,   5,Hunts32
"21",TRUE,1867,1,0,0.039,   6,Heinz28
"22",FALSE,1867,0,0,0.037,   6,Heinz32
"23",FALSE,1867,0,0,0.050,   6,Heinz40
"24",FALSE,1867,0,0,0.037,   6,Hunts32
"25",FALSE, 215,0,0,0.049,   7,Heinz28
"26",TRUE, 215,0,0,0.018,   7,Heinz32
"27",FALSE, 215,0,0,0.046,   7,Heinz40
"28",FALSE, 215,0,0,0.040,   7,Hunts32
"29",FALSE,2298,0,0,0.045,   8,Heinz28
"30",FALSE,2298,0,0,0.031,   8,Heinz32
"31",FALSE,2298,0,0,0.046,   8,Heinz40
"32",TRUE,2298,1,1,0.027,   8,Hunts32
"33",FALSE,1876,0,0,0.049,   9,Heinz28
"34",FALSE,1876,0,0,0.034,   9,Heinz32
"35",FALSE,1876,0,0,0.046,   9,Heinz40
"36",TRUE,1876,1,0,0.028,   9,Hunts32
"37",TRUE,  13,0,0,0.053,  10,Heinz28
"38",FALSE,  13,0,0,0.037,  10,Heinz32
"39",FALSE,  13,0,0,0.050,  10,Heinz40
"40",FALSE,  13,0,0,0.037,  10,Hunts32
"41",FALSE,1369,0,0,0.042,  11,Heinz28
"42",FALSE,1369,0,0,0.030,  11,Heinz32
"43",FALSE,1369,0,0,0.050,  11,Heinz40
"44",TRUE,1369,0,0,0.023,  11,Hunts32
"45",FALSE,1499,0,0,0.053,  12,Heinz28
"46",TRUE,1499,0,0,0.022,  12,Heinz32
"47",FALSE,1499,0,0,0.046,  12,Heinz40
"48",FALSE,1499,0,0,0.031,  12,Hunts32
"49",FALSE,2459,0,0,0.034,  13,Heinz28
"50",TRUE,2459,0,0,0.034,  13,Heinz32
"51",FALSE,2459,0,0,0.050,  13,Heinz40
"52",FALSE,2459,0,0,0.031,  13,Hunts32
