"","brandsize_f","obs_id","dis","feature","price","idx.id1","idx.id2"
"1",TRUE, 897,1,1,0.039,   1,Heinz28
"2",FALSE, 897,0,0,0.030,   1,Heinz32
"3",FALSE, 897,0,0,0.049,   1,Heinz40
"4",FALSE, 897,0,0,0.040,   1,Hunts32
"5",FALSE,1269,0,0,0.039,   2,Heinz28
"6",TRUE,1269,0,0,0.030,   2,Heinz32
"7",FALSE,1269,0,0,0.046,   2,Heinz40
"8",FALSE,1269,1,0,0.028,   2,Hunts32
"9",FALSE,1848,0,0,0.046,   3,Heinz28
"10",TRUE,1848,0,0,0.034,   3,Heinz32
"11",FALSE,1848,1,0,0.042,   3,Heinz40
"12",FALSE,1848,0,0,0.031,   3,Hunts32
"13",TRUE,2283,1,0,0.035,   4,Heinz28
"14",FALSE,2283,0,0,0.037,   4,Heinz32
"15",FALSE,2283,0,0,0.050,   4,Heinz40
"16",FALSE,2283,0,0,0.034,   4,Hunts32
"17",FALSE, 921,0,0,0.052,   5,Heinz28
"18",TRUE, 921,0,0,0.028,   5,Heinz32
"19",FALSE, 921,0,0,0.046,   5,Heinz40
"20",FALSE, 921,0,0,0.036,   5,Hunts32
"21",FALSE, 394,0,0,0.053,   6,Heinz28
"22",TRUE, 394,0,0,0.037,   6,Heinz32
"23",FALSE, 394,0,0,0.046,   6,Heinz40
"24",FALSE, 394,0,0,0.034,   6,Hunts32
"25",FALSE, 361,0,0,0.050,   7,Heinz28
"26",TRUE, 361,0,0,0.037,   7,Heinz32
"27",FALSE, 361,0,0,0.050,   7,Heinz40
"28",FALSE, 361,0,0,0.034,   7,Hunts32
"29",FALSE,1399,0,0,0.042,   8,Heinz28
"30",FALSE,1399,0,0,0.031,   8,Heinz32
"31",TRUE,1399,0,0,0.050,   8,Heinz40
"32",FALSE,1399,0,0,0.037,   8,Hunts32
"33",TRUE,  93,1,0,0.039,   9,Heinz28
"34",FALSE,  93,0,0,0.037,   9,Heinz32
"35",FALSE,  93,0,0,0.050,   9,Heinz40
"36",FALSE,  93,0,0,0.037,   9,Hunts32
"37",FALSE, 939,0,0,0.043,  10,Heinz28
"38",TRUE, 939,0,0,0.037,  10,Heinz32
"39",FALSE, 939,0,0,0.044,  10,Heinz40
"40",FALSE, 939,0,0,0.034,  10,Hunts32
"41",FALSE,2611,0,0,0.042,  11,Heinz28
"42",TRUE,2611,0,0,0.037,  11,Heinz32
"43",FALSE,2611,0,0,0.046,  11,Heinz40
"44",FALSE,2611,0,0,0.033,  11,Hunts32
"45",FALSE,1682,0,0,0.041,  12,Heinz28
"46",TRUE,1682,0,1,0.012,  12,Heinz32
"47",FALSE,1682,0,0,0.046,  12,Heinz40
"48",FALSE,1682,0,0,0.035,  12,Hunts32
"49",FALSE,2222,0,0,0.056,  13,Heinz28
"50",TRUE,2222,1,0,0.034,  13,Heinz32
"51",FALSE,2222,0,0,0.046,  13,Heinz40
"52",FALSE,2222,0,0,0.047,  13,Hunts32
"53",FALSE,1355,0,0,0.052,  14,Heinz28
"54",FALSE,1355,0,0,0.037,  14,Heinz32
"55",FALSE,1355,0,0,0.046,  14,Heinz40
"56",TRUE,1355,0,0,0.037,  14,Hunts32
"57",FALSE, 732,0,0,0.034,  15,Heinz28
"58",TRUE, 732,0,0,0.021,  15,Heinz32
"59",FALSE, 732,0,0,0.050,  15,Heinz40
"60",FALSE, 732,0,0,0.028,  15,Hunts32
"61",TRUE,2405,1,0,0.031,  16,Heinz28
"62",FALSE,2405,0,0,0.037,  16,Heinz32
"63",FALSE,2405,0,0,0.042,  16,Heinz40
"64",FALSE,2405,0,0,0.031,  16,Hunts32
"65",TRUE,2615,0,0,0.034,  17,Heinz28
"66",FALSE,2615,0,0,0.033,  17,Heinz32
"67",FALSE,2615,0,0,0.050,  17,Heinz40
"68",FALSE,2615,0,0,0.028,  17,Hunts32
"69",FALSE,1840,0,0,0.050,  18,Heinz28
"70",TRUE,1840,0,0,0.037,  18,Heinz32
"71",FALSE,1840,0,0,0.046,  18,Heinz40
"72",FALSE,1840,0,0,0.040,  18,Hunts32
"73",TRUE,1923,0,0,0.047,  19,Heinz28
"74",FALSE,1923,0,0,0.030,  19,Heinz32
"75",FALSE,1923,0,0,0.050,  19,Heinz40
"76",FALSE,1923,0,0,0.030,  19,Hunts32
"77",FALSE,1089,1,0,0.041,  20,Heinz28
"78",FALSE,1089,0,0,0.030,  20,Heinz32
"79",FALSE,1089,0,0,0.050,  20,Heinz40
"80",TRUE,1089,0,0,0.030,  20,Hunts32
"81",FALSE,2221,0,0,0.052,  21,Heinz28
"82",TRUE,2221,0,0,0.018,  21,Heinz32
"83",FALSE,2221,0,0,0.046,  21,Heinz40
"84",FALSE,2221,0,0,0.037,  21,Hunts32
"85",FALSE,1049,0,0,0.048,  22,Heinz28
"86",TRUE,1049,0,0,0.025,  22,Heinz32
"87",FALSE,1049,0,0,0.046,  22,Heinz40
"88",FALSE,1049,0,0,0.037,  22,Hunts32
"89",FALSE,  40,0,0,0.055,  23,Heinz28
"90",TRUE,  40,0,0,0.037,  23,Heinz32
"91",FALSE,  40,0,0,0.044,  23,Heinz40
"92",FALSE,  40,0,0,0.034,  23,Hunts32
"93",FALSE, 152,0,0,0.047,  24,Heinz28
"94",FALSE, 152,0,0,0.030,  24,Heinz32
"95",FALSE, 152,0,0,0.050,  24,Heinz40
"96",TRUE, 152,0,0,0.030,  24,Hunts32
"97",TRUE,1769,0,0,0.047,  25,Heinz28
"98",FALSE,1769,0,0,0.034,  25,Heinz32
"99",FALSE,1769,0,0,0.050,  25,Heinz40
"100",FALSE,1769,0,0,0.031,  25,Hunts32
"101",TRUE,2239,0,0,0.046,  26,Heinz28
"102",FALSE,2239,0,0,0.037,  26,Heinz32
"103",FALSE,2239,0,0,0.050,  26,Heinz40
"104",FALSE,2239,0,0,0.037,  26,Hunts32
