"","x1","x2","y"
"1",1.04147780156836,2.29483302045295,1
"2",0.930415610788675,-0.0742108664341884,1
"3",-0.41739385187381,-0.713258995439469,0
"4",1.4486010398574,0.0435483917200198,0
"5",0.867856575982618,0.78443231684586,1
"6",1.09209807180214,-0.00876271983923949,0
"7",0.331536645333452,0.942670535885563,1
"8",2.14495927487362,-0.877907402108916,0
"9",1.30712075568122,-0.21392056099369,0
"10",1.03812090255083,0.942045959427098,1
"11",-0.161322899833886,-0.109362679985626,0
"12",0.581824903475446,0.70258951094842,1
"13",1.09455377637489,1.13782101915172,1
"14",0.784053685819882,-0.506930692675009,1
"15",-0.695310758108105,-0.447909503042891,1
"16",-0.286339630712107,-1.2100268190606,0
"17",1.67751205221284,0.771672428996555,0
"18",0.783279732029527,-1.38284555587774,0
"19",0.941670790081349,0.936394710129528,1
"20",0.00565525815026535,-2.3433233824541,0
"21",0.417300785200393,1.37035241918875,1
"22",1.66475909214739,-0.122534268274433,0
"23",-1.06251265916697,-0.689305979050304,0
"24",1.2300683462923,-0.584959713412259,0
"25",0.496155696900151,3.18439119960147,1
"26",1.61231550164494,1.93857565307212,0
"27",0.499257124871594,0.13953053975545,1
"28",0.467993064260695,-0.166728528736764,0
"29",-0.121273056436278,1.62629311142196,1
"30",0.819313436196315,2.67152292615369,1
"31",-0.192693398758056,-0.607933555331369,0
"32",0.968336311190834,0.0831744682576093,1
"33",1.77914493471446,1.24214617225999,0
"34",0.414361143743237,1.40708400140383,1
"35",-0.0664982256893181,0.96828802328965,1
"36",1.74831872230797,0.571161615489498,0
"37",0.322468109303384,-0.451016311605176,0
"38",-0.232075720063473,-0.0229826633253349,0
"39",2.0021724078769,2.10063044591134,0
"40",-0.20491014461849,0.457000150627053,1
"41",-1.60633938341566,0.153768839333956,1
"42",-0.158359552228373,-0.226794245153083,0
"43",0.322579419207139,-0.404722451242496,0
"44",-0.0213791561774085,0.686950193493689,0
"45",1.53583198127704,-1.15225822968215,0
"46",-0.19454516383357,1.10014416818413,1
"47",0.96204506425794,-0.120714446857457,0
"48",-1.11094903314999,-0.449332553354082,0
"49",1.30743540526855,1.25785002775686,1
"50",1.32152487051869,0.0877003403597975,0
"51",0.389914387426929,0.0624349671020558,1
"52",2.0834301383909,1.59172101461791,0
"53",-0.191960705766942,-0.418815797928867,0
"54",1.91583770143789,1.11952404054471,0
"55",0.665679119337445,-0.525183403852039,0
"56",1.07610056369996,-0.317697887575939,0
"57",-0.524573209274719,0.131541518157936,0
"58",-0.644455059612567,0.859974582661255,1
"59",-0.264728313988134,1.33731031663934,1
"60",-0.310572948728581,0.989482668730694,1
"61",0.760842286626881,-1.01173608745978,0
"62",0.852850940674194,1.45332557732022,1
"63",0.194779124905386,0.0270961552244149,1
