"","x"
"1","Name"
"2","Student number"
"3","87"
"4","R"
"5","4.1.2"
"6","-0.909947539075561"
"7","0.0917503170584877"
"8","-1.05756692504566"
"9","0.10358588450565"
"10","-2.43180265100097"
"11","0.114799634948487"
"12","-140.527549055358"
"13","6.85683982610866"
"14","0.941153128717226"
"15","0.116002309554806"
"16","0.85156392535698"
"17","0.133431193517234"
"18","-1780.03129136014"
"19","0.203690955486914"
"20","-21.5466576741769"
"21","15.2793436053718"
"22","2.45498454664637"
"23","3.81232952215876"
"24","15.2793436053718"
"25","-26.3742146002033"
"26","4.36426857902307"
"27","6.73060241580846"
"28","2.45498454664637"
"29","4.36426857902307"
"30","-7.85401787253738"
"31","1.03476474686794"
"32","3.81232952215876"
"33","6.73060241580846"
"34","1.03476474686794"
"35","-11.5776966848352"
"36","-0.0366487026601702"
"37","-0.0647658128384772"
"38","-0.00972635824644241"
"39","0.11114087374509"
"40","13.9576968462154"
"41","0.0158803760039219"
