"","x"
"1","Name"
"2","Student number"
"3","98"
"4","R"
"5","4.1.2"
"6","-1.00266236627962"
"7","0.0926528554900174"
"8","-1.19655909524227"
"9","0.108376802111212"
"10","-2.46679481980476"
"11","0.114451358697163"
"12","-147.226936046808"
"13","6.95716662721455"
"14","0.828341967826672"
"15","0.115039601382679"
"16","0.92709722403405"
"17","0.135135855486733"
"18","-1758.90035324695"
"19","0.209285378473061"
"20","-22.5715519047864"
"21","15.9892731110679"
"22","2.31598195682364"
"23","4.26629683689479"
"24","15.9892731110679"
"25","-27.3629877633302"
"26","4.00696309554432"
"27","7.36675155671793"
"28","2.31598195682364"
"29","4.00696309554432"
"30","-7.352648550486"
"31","1.02970349811805"
"32","4.26629683689479"
"33","7.36675155671793"
"34","1.02970349811805"
"35","-12.6627518917308"
"36","-0.0327040176633719"
"37","-0.056525426730157"
"38","-0.00762058618770695"
"39","0.0968500305812359"
"40","96.8914389436624"
"41","2.38734061204021e-19"
