"","x"
"1","Name"
"2","Student number"
"3","20"
"4","R"
"5","4.1.2"
"6","-0.936350898373665"
"7","0.0912457600042442"
"8","-1.06873638194513"
"9","0.102452002615233"
"10","-2.41484469186225"
"11","0.113002714235387"
"12","-139.432585221825"
"13","6.81270882326893"
"14","0.973901272373286"
"15","0.116797639025522"
"16","0.904379641990754"
"17","0.136163860176017"
"18","-1797.74308148069"
"19","0.20175317901921"
"20","-21.7916745314462"
"21","15.2497452231737"
"22","2.56173218168888"
"23","3.98019712658356"
"24","15.2497452231737"
"25","-26.1818449598703"
"26","4.28752604329396"
"27","6.6445736934026"
"28","2.56173218168888"
"29","4.28752604329396"
"30","-7.92193228240274"
"31","1.0726740574199"
"32","3.98019712658356"
"33","6.6445736934026"
"34","1.0726740574199"
"35","-11.6974448774061"
"36","-0.0401235198514765"
"37","-0.0676940821058626"
"38","-0.0104966991501315"
"39","0.118314301107471"
"40","25.9310504659883"
"41","9.20258939189415e-05"
