"","x"
"1","Name"
"2","Student number"
"3","29"
"4","R"
"5","4.1.2"
"6","-1.00723862250452"
"7","0.0928121582724072"
"8","-0.984396275025339"
"9","0.10093558700355"
"10","-2.43944154353417"
"11","0.114026557293717"
"12","-147.040479359464"
"13","6.93647752463793"
"14","0.79190382025523"
"15","0.114227641077745"
"16","0.829918166399297"
"17","0.13870082352279"
"18","-1813.71507103854"
"19","0.204026820793383"
"20","-22.4353482616066"
"21","15.4138240306946"
"22","2.73946403846466"
"23","4.28206019244736"
"24","15.4138240306946"
"25","-27.6035197048776"
"26","4.77876931885387"
"27","7.41092635532918"
"28","2.73946403846466"
"29","4.77876931885387"
"30","-8.76108846412619"
"31","1.24285510680765"
"32","4.28206019244736"
"33","7.41092635532918"
"34","1.24285510680765"
"35","-12.9358416545842"
"36","-0.0311584155092776"
"37","-0.0537937448923909"
"38","-0.00880606579929449"
"39","0.093758226200963"
"40","21.7417847648945"
"41","0.000586200176616783"
