"","x"
"1","Name"
"2","Student number"
"3","58"
"4","R"
"5","4.1.2"
"6","-0.843452652131113"
"7","0.0904202390436354"
"8","-1.06788973435326"
"9","0.103638450574771"
"10","-2.38091975701318"
"11","0.113469752293855"
"12","-133.543746117485"
"13","6.73439748272199"
"14","1.04293753735485"
"15","0.115298672881818"
"16","0.996425530436213"
"17","0.133766532046511"
"18","-1791.89411870665"
"19","0.198580297543242"
"20","-20.8346546073727"
"21","14.8121612432511"
"22","2.36293691862869"
"23","3.65955644549299"
"24","14.8121612432511"
"25","-25.2777111022581"
"26","4.11779779243633"
"27","6.34775206657072"
"28","2.36293691862869"
"29","4.11779779243633"
"30","-7.45268843707253"
"31","0.971953726007512"
"32","3.65955644549299"
"33","6.34775206657072"
"34","0.971953726007512"
"35","-10.9792622380712"
"36","-0.0422986837337685"
"37","-0.0740906610063835"
"38","-0.0108451925998919"
"39","0.127234537340044"
"40","4.42118174106155"
"41","0.490497797120907"
