"","x"
"1","Name"
"2","Student number"
"3","39"
"4","R"
"5","4.1.2"
"6","-0.911256439481398"
"7","0.0907063880184744"
"8","-1.01033330436109"
"9","0.100959256607335"
"10","-2.47823418425055"
"11","0.114400985346596"
"12","-138.082279724707"
"13","6.77355698577218"
"14","0.74800667494039"
"15","0.114454931553256"
"16","0.920975273418998"
"17","0.134215366132326"
"18","-1817.52498531707"
"19","0.187701129184333"
"20","-21.7672979693157"
"21","15.4986392281919"
"22","2.57724707910898"
"23","3.69141166201479"
"24","15.4986392281919"
"25","-26.5256498577283"
"26","4.57212145248339"
"27","6.45488917705298"
"28","2.57724707910898"
"29","4.57212145248339"
"30","-8.18669702767564"
"31","1.03732849608327"
"32","3.69141166201479"
"33","6.45488917705298"
"34","1.03732849608327"
"35","-11.183629335151"
"36","-0.0267519151609085"
"37","-0.0467669961514873"
"38","-0.00744382177649606"
"39","0.0809627330888919"
"40","23.9583354270333"
"41","0.000221152211961967"
