"","x"
"1","Name"
"2","Student number"
"3","75"
"4","R"
"5","4.1.2"
"6","-0.873245309389666"
"7","0.0903727840539175"
"8","-1.01423275745725"
"9","0.102715737181446"
"10","-2.3805810277822"
"11","0.11271135812855"
"12","-137.619759847577"
"13","6.71507350937847"
"14","0.88953589062852"
"15","0.114532968791557"
"16","0.999958865636442"
"17","0.133757382063269"
"18","-1795.43632598523"
"19","0.200665992072017"
"20","-21.1825881549762"
"21","14.9508611600301"
"22","2.46097419772817"
"23","3.77075279721798"
"24","14.9508611600301"
"25","-25.9826913695646"
"26","4.35518662065457"
"27","6.67664358888001"
"28","2.46097419772817"
"29","4.35518662065457"
"30","-7.86985346628729"
"31","1.05369264790456"
"32","3.77075279721798"
"33","6.67664358888001"
"34","1.05369264790456"
"35","-11.5010890340026"
"36","-0.0342206263028937"
"37","-0.0608774683800375"
"38","-0.00932301663647161"
"39","0.104421111319403"
"40","7.76533616035597"
"41","0.169651432352166"
