"","x"
"1","Name"
"2","Student number"
"3","13"
"4","R"
"5","4.1.2"
"6","-0.983895033433749"
"7","0.0919517996289579"
"8","-1.13072684749686"
"9","0.102832919231508"
"10","-2.54436650806089"
"11","0.115833542294671"
"12","-141.636916648704"
"13","6.90922517077536"
"14","0.849661250013422"
"15","0.113404145203674"
"16","0.851270249501525"
"17","0.135361347828371"
"18","-1793.38812734309"
"19","0.196724781827476"
"20","-22.4852143687054"
"21","16.0243836617193"
"22","2.58631961499241"
"23","3.87451109199363"
"24","16.0243836617193"
"25","-26.869528152059"
"26","4.32887246623462"
"27","6.51627202410502"
"28","2.58631961499241"
"29","4.32887246623462"
"30","-7.9126674607925"
"31","0.997475379565483"
"32","3.87451109199363"
"33","6.51627202410502"
"34","0.997475379565483"
"35","-11.3882584956641"
"36","-0.0321700048830879"
"37","-0.0541791711190237"
"38","-0.00811144892175238"
"39","0.094460624923864"
"40","24.6116009754156"
"41","0.000165570312071032"
