"","x"
"1","Name"
"2","Student number"
"3","64"
"4","R"
"5","4.1.2"
"6","-0.927298325085297"
"7","0.0916170996227981"
"8","-1.11683013549521"
"9","0.105244564862752"
"10","-2.46850762570312"
"11","0.114783861950037"
"12","-140.419531299226"
"13","6.95280582965792"
"14","0.852099245607761"
"15","0.113698309667788"
"16","0.831701616883037"
"17","0.134649579675269"
"18","-1789.70139217988"
"19","0.194632655760111"
"20","-22.1132503143123"
"21","15.7998190613672"
"22","2.39193055926117"
"23","3.92150069368389"
"24","15.7998190613672"
"25","-26.6621588708111"
"26","4.15165804168967"
"27","6.71068176775415"
"28","2.39193055926117"
"29","4.15165804168967"
"30","-7.51872590601376"
"31","0.975137305062927"
"32","3.92150069368389"
"33","6.71068176775415"
"34","0.975137305062927"
"35","-11.607319766501"
"36","-0.0328588129195337"
"37","-0.0564475493017828"
"38","-0.0080322936048624"
"39","0.097338655826179"
"40","13.1753228227775"
"41","0.0217900438951608"
