"","x"
"1","Name"
"2","Student number"
"3","67"
"4","R"
"5","4.1.2"
"6","-0.87049589906712"
"7","0.0894394876116897"
"8","-0.959729121024476"
"9","0.10150509885661"
"10","-2.36020884496356"
"11","0.111281630305818"
"12","-140.392548628875"
"13","6.77162542430677"
"14","0.741358056646695"
"15","0.113352890061076"
"16","0.991903288254258"
"17","0.133115113199607"
"18","-1818.96474211398"
"19","0.192639813308354"
"20","-21.765511049194"
"21","15.2262592872268"
"22","2.59575002317968"
"23","3.94350173878755"
"24","15.2262592872268"
"25","-26.7343390302102"
"26","4.57006999723346"
"27","6.93800974574991"
"28","2.59575002317968"
"29","4.57006999723346"
"30","-8.28579229491879"
"31","1.11997227450565"
"32","3.94350173878755"
"33","6.93800974574991"
"34","1.11997227450565"
"35","-12.0014837590431"
"36","-0.027621587133119"
"37","-0.0488539092264801"
"38","-0.00778368034470622"
"39","0.0842591767043053"
"40","13.0728596938475"
"41","0.0227054771582251"
