"","x"
"1","Name"
"2","Student number"
"3","09"
"4","R"
"5","4.1.2"
"6","-0.99329217401875"
"7","0.0927971414537921"
"8","-1.12557489159953"
"9","0.104366998562766"
"10","-2.4894927875244"
"11","0.11479940006218"
"12","-143.00163153069"
"13","6.96234364929357"
"14","0.954416597072794"
"15","0.116311912402518"
"16","0.875110937406798"
"17","0.134267760193753"
"18","-1777.38124566776"
"19","0.205668164004357"
"20","-22.2441556737441"
"21","15.7275616345602"
"22","2.51408006653456"
"23","4.00251397264929"
"24","15.7275616345602"
"25","-26.7522456447253"
"26","4.21598960160174"
"27","6.80869440856336"
"28","2.51408006653456"
"29","4.21598960160174"
"30","-7.76104511123496"
"31","1.03097544309866"
"32","4.00251397264929"
"33","6.80869440856336"
"34","1.03097544309866"
"35","-11.8421838243113"
"36","-0.0385638647268766"
"37","-0.0653521269787356"
"38","-0.00957969591625398"
"39","0.113495687621866"
"40","16.2338807864231"
"41","0.00620710785808722"
