"","x"
"1","Name"
"2","Student number"
"3","52"
"4","R"
"5","4.1.2"
"6","-0.982608299210634"
"7","0.0919406394945157"
"8","-1.04433677129119"
"9","0.103271729279661"
"10","-2.44834715424279"
"11","0.11359231849951"
"12","-143.743818354583"
"13","6.90476555160737"
"14","0.785719106360665"
"15","0.115773066956377"
"16","0.956396331569706"
"17","0.13475382717009"
"18","-1805.00163979682"
"19","0.199610709229013"
"20","-22.2886848033527"
"21","15.5881651023678"
"22","2.5255958471286"
"23","4.17492385385625"
"24","15.5881651023678"
"25","-27.1585238948763"
"26","4.45313181689167"
"27","7.11722697561684"
"28","2.5255958471286"
"29","4.45313181689167"
"30","-8.10202689059326"
"31","1.12329922657299"
"32","4.17492385385625"
"33","7.11722697561684"
"34","1.12329922657299"
"35","-12.4154500560461"
"36","-0.0306606719321641"
"37","-0.0524767585259656"
"38","-0.00815426997124842"
"39","0.0912917004293781"
"40","12.3720654850257"
"41","0.0300303901143125"
