"","x"
"1","Name"
"2","Student number"
"3","97"
"4","R"
"5","4.1.2"
"6","-0.878447591908243"
"7","0.0911961992927029"
"8","-1.09007786393372"
"9","0.103927436494626"
"10","-2.40746324822006"
"11","0.114133286798984"
"12","-137.848061629496"
"13","6.83566485623166"
"14","0.927261372156728"
"15","0.115806989893163"
"16","0.867347413186049"
"17","0.135001665668919"
"18","-1798.98470897887"
"19","0.193872662379113"
"20","-21.4821294149446"
"21","15.3193960816863"
"22","2.36550564321809"
"23","3.79722769004019"
"24","15.3193960816863"
"25","-26.2867950592745"
"26","4.25732697990122"
"27","6.71007199768702"
"28","2.36550564321809"
"29","4.25732697990122"
"30","-7.62321020324226"
"31","1.00037758012296"
"32","3.79722769004019"
"33","6.71007199768702"
"34","1.00037758012296"
"35","-11.5076772678502"
"36","-0.0364351349720942"
"37","-0.0645043478328177"
"38","-0.00935268072765777"
"39","0.11029216353257"
"40","10.7406910401397"
"41","0.0567707411872102"
