"","x"
"1","Name"
"2","Student number"
"3","14"
"4","R"
"5","4.1.2"
"6","-0.903937131543037"
"7","0.0913340621665713"
"8","-1.07379747362577"
"9","0.102136431428572"
"10","-2.36021069380564"
"11","0.112379695993799"
"12","-136.842363937678"
"13","6.75475767936421"
"14","0.842554583897462"
"15","0.114241930910092"
"16","0.881731163120071"
"17","0.133855757942937"
"18","-1825.39526553564"
"19","0.190299454834405"
"20","-21.433948608655"
"21","15.0435782920288"
"22","2.46334629832797"
"23","3.92702401829824"
"24","15.0435782920288"
"25","-26.2177298702173"
"26","4.30303353482157"
"27","6.87111804336697"
"28","2.46334629832797"
"29","4.30303353482157"
"30","-7.84644649102702"
"31","1.08006665787749"
"32","3.92702401829824"
"33","6.87111804336697"
"34","1.08006665787749"
"35","-11.8782087195427"
"36","-0.0332671265651115"
"37","-0.0584579260304365"
"38","-0.00896068823152494"
"39","0.100685740827073"
"40","18.6609687773697"
"41","0.00222253109146029"
