"","x"
"1","Name"
"2","Student number"
"3","22"
"4","R"
"5","4.1.2"
"6","-0.864169737342417"
"7","0.0908771352174858"
"8","-1.08831035677273"
"9","0.104856215667532"
"10","-2.34491243317902"
"11","0.112627120967298"
"12","-137.37050428119"
"13","6.8166151903224"
"14","0.945290684717274"
"15","0.114342530981762"
"16","0.892269998223071"
"17","0.136018873581292"
"18","-1790.3570652644"
"19","0.199245323429219"
"20","-21.0883689275854"
"21","14.8449470566357"
"22","2.32533441123135"
"23","3.9180874597183"
"24","14.8449470566357"
"25","-25.8431927963382"
"26","4.12529693882193"
"27","6.87294880088054"
"28","2.32533441123135"
"29","4.12529693882193"
"30","-7.47653397182087"
"31","1.02590262176759"
"32","3.9180874597183"
"33","6.87294880088054"
"34","1.02590262176759"
"35","-11.8169388823664"
"36","-0.0385299333649452"
"37","-0.0680811310244582"
"38","-0.00980487132812882"
"39","0.116415935717532"
"40","14.7785994833436"
"41","0.0113514462783768"
