"","x"
"1","Name"
"2","Student number"
"3","91"
"4","R"
"5","4.1.2"
"6","-0.861128341913335"
"7","0.0892728338212622"
"8","-0.997298653168386"
"9","0.101511778842419"
"10","-2.338758603536"
"11","0.111191291527303"
"12","-137.199782327032"
"13","6.67119932643332"
"14","0.861808818022472"
"15","0.113580526975139"
"16","0.879614382201981"
"17","0.134941186280283"
"18","-1823.49245661381"
"19","0.193866935032668"
"20","-21.3298240910179"
"21","14.9366823724152"
"22","2.5137025189711"
"23","3.87943919963157"
"24","14.9366823724152"
"25","-26.2136579116231"
"26","4.42486579594064"
"27","6.85210974326723"
"28","2.5137025189711"
"29","4.42486579594064"
"30","-8.05184835077844"
"31","1.11328003586671"
"32","3.87943919963157"
"33","6.85210974326723"
"34","1.11328003586671"
"35","-11.8448289787655"
"36","-0.0337269836596062"
"37","-0.059634371960675"
"38","-0.00943444018054438"
"39","0.102795795800826"
"40","18.9440794331138"
"41","0.00196878289797165"
