"","x"
"1","Name"
"2","Student number"
"3","17"
"4","R"
"5","4.1.2"
"6","-0.901283631420786"
"7","0.0905729083790602"
"8","-1.05762456280461"
"9","0.103028692367116"
"10","-2.41169869217305"
"11","0.113437282011331"
"12","-138.057114355982"
"13","6.78256672727724"
"14","0.959484474013108"
"15","0.115491100353806"
"16","0.956995662465438"
"17","0.132664836435047"
"18","-1791.04316017736"
"19","0.202535238954147"
"20","-21.4726165100918"
"21","15.1186824221594"
"22","2.49354791082448"
"23","3.8603861771079"
"24","15.1186824221594"
"25","-25.923447594979"
"26","4.25363644267729"
"27","6.55112873014228"
"28","2.49354791082448"
"29","4.25363644267729"
"30","-7.77754698051798"
"31","1.03036262701621"
"32","3.8603861771079"
"33","6.55112873014228"
"34","1.03036262701621"
"35","-11.4418775342664"
"36","-0.0387893054208671"
"37","-0.0661258559574193"
"38","-0.0101443910444677"
"39","0.115059552422754"
"40","17.0552198272329"
"41","0.00439625297353473"
