"","x"
"1","Name"
"2","Student number"
"3","27"
"4","R"
"5","4.1.2"
"6","-0.927285684298632"
"7","0.0911731064875064"
"8","-1.10751901783387"
"9","0.105534644472802"
"10","-2.36299540688235"
"11","0.112373200445302"
"12","-141.985798293869"
"13","6.90334803987506"
"14","0.946184965367673"
"15","0.115607712861499"
"16","0.865939685717068"
"17","0.133680776052271"
"18","-1788.79542319512"
"19","0.205875679722293"
"20","-21.8290465131837"
"21","15.2651623488338"
"22","2.3821482528187"
"23","4.18173591153118"
"24","15.2651623488338"
"25","-26.6062895634438"
"26","4.12681558229409"
"27","7.21431163231593"
"28","2.3821482528187"
"29","4.12681558229409"
"30","-7.58015565229439"
"31","1.0711918171816"
"32","4.18173591153118"
"33","7.21431163231593"
"34","1.0711918171816"
"35","-12.4672393610287"
"36","-0.0397361133100294"
"37","-0.0688716103176538"
"38","-0.00989182008410175"
"39","0.118499543711785"
"40","13.7832956393008"
"41","0.017046155799179"
