"","x"
"1","Name"
"2","Student number"
"3","15"
"4","R"
"5","4.1.2"
"6","-0.938675156945095"
"7","0.0911781033548184"
"8","-1.12059649057069"
"9","0.101473827385279"
"10","-2.46082551406432"
"11","0.114410003256226"
"12","-134.229638621796"
"13","6.73618340765834"
"14","1.01551927856844"
"15","0.116582953824731"
"16","0.886555800890763"
"17","0.132041870757117"
"18","-1819.71150401586"
"19","0.19482780733506"
"20","-21.5060555828622"
"21","15.1706329000232"
"22","2.53143795870398"
"23","3.8039847241351"
"24","15.1706329000232"
"25","-25.6296830367726"
"26","4.19082432358207"
"27","6.26822581316734"
"28","2.53143795870398"
"29","4.19082432358207"
"30","-7.73334427223953"
"31","1.01108198995348"
"32","3.8039847241351"
"33","6.26822581316734"
"34","1.01108198995348"
"35","-11.0832925272559"
"36","-0.0402267972073756"
"37","-0.0653321310137964"
"38","-0.0102759377585765"
"39","0.115834865979749"
"40","13.9617362880453"
"41","0.0158543077959769"
