"","x"
"1","Name"
"2","Student number"
"3","21"
"4","R"
"5","4.1.2"
"6","-0.927112156890053"
"7","0.0910267497430075"
"8","-1.04876580326489"
"9","0.102934849827756"
"10","-2.40302679452071"
"11","0.113070238427852"
"12","-141.431164785696"
"13","6.87432515426472"
"14","0.762326623755705"
"15","0.115928244431432"
"16","0.885078842483804"
"17","0.133039574690608"
"18","-1819.39387851061"
"19","0.192100560828806"
"20","-22.1458011744379"
"21","15.5951834603347"
"22","2.50527246418171"
"23","4.0453452499215"
"24","15.5951834603347"
"25","-27.0819118019272"
"26","4.4046530943739"
"27","7.08207524721865"
"28","2.50527246418171"
"29","4.4046530943739"
"30","-8.00737328046541"
"31","1.09744772190979"
"32","4.0453452499215"
"33","7.08207524721865"
"34","1.09744772190979"
"35","-12.2248682190499"
"36","-0.0277063685146125"
"37","-0.0478046078282438"
"38","-0.0073202704842481"
"39","0.0828312468271044"
"40","12.2446250124329"
"41","0.0315853227830906"
