"","x"
"1","Name"
"2","Student number"
"3","10"
"4","R"
"5","4.1.2"
"6","-0.98473074296311"
"7","0.0917765266659851"
"8","-0.986888875416766"
"9","0.100559340091881"
"10","-2.47446842138873"
"11","0.11442201417145"
"12","-144.271235693476"
"13","6.87859530000485"
"14","0.917740761147367"
"15","0.117118674284021"
"16","1.07626376571711"
"17","0.14032733518624"
"18","-1804.48232281261"
"19","0.210259416425262"
"20","-22.1760399420618"
"21","15.2730911304219"
"22","2.74961600753917"
"23","4.15333280410077"
"24","15.2730911304219"
"25","-26.9282308166041"
"26","4.68509197001781"
"27","6.97004771616438"
"28","2.74961600753917"
"29","4.68509197001781"
"30","-8.64854632904972"
"31","1.21383835149274"
"32","4.15333280410077"
"33","6.97004771616438"
"34","1.21383835149274"
"35","-12.3372188717579"
"36","-0.0349990671669112"
"37","-0.058574206490253"
"38","-0.00992901983361635"
"39","0.103502293490781"
"40","14.3740790229386"
"41","0.0133999466022936"
