"","x"
"1","Name"
"2","Student number"
"3","31"
"4","R"
"5","4.1.2"
"6","-0.953238982478448"
"7","0.0906481820498882"
"8","-1.11583261166669"
"9","0.1039589564995"
"10","-2.40607836708615"
"11","0.112108804149157"
"12","-138.852416383843"
"13","6.77612005085372"
"14","0.812632162141833"
"15","0.112699725723265"
"16","0.820038733385518"
"17","0.132804324320586"
"18","-1819.76874432252"
"19","0.192772086483049"
"20","-22.0638455059332"
"21","15.4883988171059"
"22","2.44432189670877"
"23","4.13112479211854"
"24","15.4883988171059"
"25","-26.490204839215"
"26","4.13084616211964"
"27","6.87095985998949"
"28","2.44432189670877"
"29","4.13084616211964"
"30","-7.62242156422219"
"31","1.04725350539378"
"32","4.13112479211854"
"33","6.87095985998949"
"34","1.04725350539378"
"35","-12.0493381575018"
"36","-0.0310638517242801"
"37","-0.0508493694988321"
"38","-0.00771670160504195"
"39","0.0896299228281542"
"40","16.5854166296688"
"41","0.00535703098551658"
