"","x"
"1","Name"
"2","Student number"
"3","12"
"4","R"
"5","4.1.2"
"6","-0.887144348385797"
"7","0.090915512087893"
"8","-1.05556746228754"
"9","0.102600987424181"
"10","-2.44735797684305"
"11","0.114123008014469"
"12","-137.13273374079"
"13","6.82450861360496"
"14","0.935592357407136"
"15","0.115502883540563"
"16","0.937245354596696"
"17","0.134296631934544"
"18","-1792.50130494718"
"19","0.201103014460433"
"20","-21.4046769169666"
"21","15.1892167411557"
"22","2.49943489979992"
"23","3.71602527601092"
"24","15.1892167411557"
"25","-25.927996632717"
"26","4.30313867748856"
"27","6.43564121407274"
"28","2.49943489979992"
"29","4.30313867748856"
"30","-7.81167912680405"
"31","1.00910554951557"
"32","3.71602527601092"
"33","6.43564121407274"
"34","1.00910554951557"
"35","-11.1607720395992"
"36","-0.034413393350498"
"37","-0.0582974055716185"
"38","-0.00896864811043484"
"39","0.101679447032551"
"40","10.728100157073"
"41","0.0570455732160292"
