"","x"
"1","Name"
"2","Student number"
"3","96"
"4","R"
"5","4.1.2"
"6","-0.948608058248436"
"7","0.0918112680597427"
"8","-1.08973086946962"
"9","0.102111539270821"
"10","-2.42138367803773"
"11","0.113190324827435"
"12","-137.720658252752"
"13","6.82897910099662"
"14","0.873703190066007"
"15","0.113507236522258"
"16","0.866905835613743"
"17","0.133966548793095"
"18","-1819.15661869675"
"19","0.192432663466835"
"20","-21.9004749617848"
"21","15.3929610288125"
"22","2.53172221727716"
"23","3.97579171569519"
"24","15.3929610288125"
"25","-26.2555287512554"
"26","4.25850180332624"
"27","6.60406591911667"
"28","2.53172221727716"
"29","4.25850180332624"
"30","-7.8458551415317"
"31","1.05563112092831"
"32","3.97579171569519"
"33","6.60406591911667"
"34","1.05563112092831"
"35","-11.6354887557402"
"36","-0.0353076865176592"
"37","-0.0587022644327899"
"38","-0.00915190335401302"
"39","0.103161854304462"
"40","16.6733056927994"
"41","0.00516292460349578"
