"","x"
"1","Name"
"2","Student number"
"3","79"
"4","R"
"5","4.1.2"
"6","-0.962345750606464"
"7","0.0922038311991265"
"8","-1.14069140752554"
"9","0.105056180111389"
"10","-2.42143494773995"
"11","0.113597627716046"
"12","-140.460159863086"
"13","6.93213378462072"
"14","0.868693842903331"
"15","0.115262836184092"
"16","0.863405606599435"
"17","0.132210244519097"
"18","-1802.27196486092"
"19","0.197229314493642"
"20","-22.0402103604118"
"21","15.57858635805"
"22","2.37741170156852"
"23","4.08421230079328"
"24","15.57858635805"
"25","-26.6774634567247"
"26","4.12459874760323"
"27","6.97427835107145"
"28","2.37741170156852"
"29","4.12459874760323"
"30","-7.54041292711389"
"31","1.03840247794214"
"32","4.08421230079328"
"33","6.97427835107145"
"34","1.03840247794214"
"35","-12.0968931298069"
"36","-0.0354627828273734"
"37","-0.0599785972814755"
"38","-0.00872691771682541"
"39","0.104168297825674"
"40","19.0192523512243"
"41","0.00190632993797572"
