"","x"
"1","Name"
"2","Student number"
"3","32"
"4","R"
"5","4.1.2"
"6","-0.996288276590822"
"7","0.0928959135869808"
"8","-1.04288093661711"
"9","0.101832150016011"
"10","-2.54780681779435"
"11","0.116034613683404"
"12","-144.642419175133"
"13","6.96023834815691"
"14","0.770302642465419"
"15","0.116149638011251"
"16","1.00343462127277"
"17","0.134900000309946"
"18","-1784.27393113485"
"19","0.201295842261063"
"20","-22.4078862199965"
"21","15.8645875505099"
"22","2.67941448811939"
"23","3.86388418136723"
"24","15.8645875505099"
"25","-27.1751592136925"
"26","4.61924301630261"
"27","6.69132864687998"
"28","2.67941448811939"
"29","4.61924301630261"
"30","-8.37206910215523"
"31","1.07341159773323"
"32","3.86388418136723"
"33","6.69132864687998"
"34","1.07341159773323"
"35","-11.6286244259804"
"36","-0.0261866525061834"
"37","-0.0448841175818753"
"38","-0.00710868632974113"
"39","0.0781794564177998"
"40","22.8846345424599"
"41","0.000355145473263892"
