"","x"
"1","Name"
"2","Student number"
"3","69"
"4","R"
"5","4.1.2"
"6","-0.846845682685645"
"7","0.0889941061183151"
"8","-0.996519828975936"
"9","0.101557190204511"
"10","-2.30668880076134"
"11","0.110501978691003"
"12","-136.214971822163"
"13","6.65881691469066"
"14","0.874137613449993"
"15","0.114432074116087"
"16","0.949090061893398"
"17","0.134845230550165"
"18","-1825.58653261716"
"19","0.19324122174983"
"20","-21.14751569622"
"21","14.7416619443967"
"22","2.49802104730897"
"23","3.90783270451435"
"24","14.7416619443967"
"25","-25.9787462965365"
"26","4.37306571026517"
"27","6.86401864187463"
"28","2.49802104730897"
"29","4.37306571026517"
"30","-7.98549859240087"
"31","1.11441183482673"
"32","3.90783270451435"
"33","6.86401864187463"
"34","1.11441183482673"
"35","-11.8862631812157"
"36","-0.033149685652922"
"37","-0.0577579749959192"
"38","-0.0092133803958489"
"39","0.10012104104469"
"40","18.6664224236682"
"41","0.00221735261114394"
