"","x"
"1","Name"
"2","Student number"
"3","38"
"4","R"
"5","4.1.2"
"6","-1.02138849653207"
"7","0.0927392423201832"
"8","-1.05861857576094"
"9","0.101948168151885"
"10","-2.55577860232731"
"11","0.116150898349361"
"12","-143.646651885875"
"13","6.90296390911748"
"14","0.805168502246622"
"15","0.113825340024201"
"16","0.944387910750193"
"17","0.135663202169573"
"18","-1786.85311501004"
"19","0.205608800406826"
"20","-22.3281505452518"
"21","15.724427853109"
"22","2.66647578456562"
"23","3.93724690757719"
"24","15.724427853109"
"25","-26.9111923169212"
"26","4.50548713085873"
"27","6.68127733295343"
"28","2.66647578456562"
"29","4.50548713085873"
"30","-8.25911305465281"
"31","1.08715013922846"
"32","3.93724690757719"
"33","6.68127733295343"
"34","1.08715013922846"
"35","-11.7056743797591"
"36","-0.0284762630612872"
"37","-0.0472950691752206"
"38","-0.00762261877146914"
"39","0.083393951007977"
"40","13.6431882530059"
"41","0.0180420627454637"
