"","x"
"1","Name"
"2","Student number"
"3","94"
"4","R"
"5","4.1.2"
"6","-0.937805950966394"
"7","0.0911749591879935"
"8","-1.11936792310817"
"9","0.104821987003396"
"10","-2.39036681597853"
"11","0.112556646673486"
"12","-141.336829810473"
"13","6.84313095210656"
"14","0.856167506451463"
"15","0.116338611940992"
"16","0.930496759420103"
"17","0.133102627463747"
"18","-1804.62431484146"
"19","0.198191599706849"
"20","-22.0832956738709"
"21","15.5456167770095"
"22","2.40531268091711"
"23","4.13236621594425"
"24","15.5456167770095"
"25","-26.8583493490464"
"26","4.15976606499112"
"27","7.15296650704578"
"28","2.40531268091711"
"29","4.15976606499112"
"30","-7.62468771653094"
"31","1.05960897062271"
"32","4.13236621594425"
"33","7.15296650704578"
"34","1.05960897062271"
"35","-12.3449416936127"
"36","-0.0328359030287547"
"37","-0.0562050083052222"
"38","-0.00815210491456382"
"39","0.0971930162485407"
"40","13.4882137322227"
"41","0.0192089268917185"
