"","x"
"1","Name"
"2","Student number"
"3","84"
"4","R"
"5","4.1.2"
"6","-0.926564749789968"
"7","0.0920560154762481"
"8","-1.0601801192347"
"9","0.102886026825197"
"10","-2.49322110243742"
"11","0.11575608421493"
"12","-140.336314608203"
"13","6.91414509915091"
"14","0.935244789704829"
"15","0.11376130440966"
"16","0.990497003569458"
"17","0.132497826991922"
"18","-1769.48360371896"
"19","0.208353783406407"
"20","-21.6493618986652"
"21","15.4057530964931"
"22","2.52598764992717"
"23","3.71762115224491"
"24","15.4057530964931"
"25","-26.2125443663797"
"26","4.38781642785167"
"27","6.41897484203488"
"28","2.52598764992717"
"29","4.38781642785167"
"30","-7.92601860045781"
"31","1.01221452267897"
"32","3.71762115224491"
"33","6.41897484203488"
"34","1.01221452267897"
"35","-11.1488105169588"
"36","-0.0336067869667402"
"37","-0.0575647517565032"
"38","-0.00887603832004282"
"39","0.100047577043286"
"40","18.8682291908473"
"41","0.0020338332004712"
