"","x"
"1","Name"
"2","Student number"
"3","51"
"4","R"
"5","4.1.2"
"6","-0.845907289895965"
"7","0.0899272491205787"
"8","-1.01249665878919"
"9","0.101650174149372"
"10","-2.38406201030688"
"11","0.113083514780606"
"12","-135.805965124265"
"13","6.73105107526063"
"14","0.864481976977849"
"15","0.114664709562087"
"16","0.908668492551779"
"17","0.135220902997445"
"18","-1811.91751949172"
"19","0.191958495682842"
"20","-21.136999175038"
"21","14.9860510423721"
"22","2.48618238154898"
"23","3.66476575111687"
"24","14.9860510423721"
"25","-25.9551005417841"
"26","4.42444224086755"
"27","6.54460725854437"
"28","2.48618238154898"
"29","4.42444224086755"
"30","-7.95443469733634"
"31","1.04381007491981"
"32","3.66476575111687"
"33","6.54460725854437"
"34","1.04381007491981"
"35","-11.253183084581"
"36","-0.0311333956466082"
"37","-0.0547257080801554"
"38","-0.0085316955389343"
"39","0.0943907992656979"
"40","14.8914233198421"
"41","0.0108364847496289"
