"","x"
"1","Name"
"2","Student number"
"3","28"
"4","R"
"5","4.1.2"
"6","-0.947653793368556"
"7","0.0914806402137317"
"8","-1.04523883265012"
"9","0.102117264540304"
"10","-2.49337116628887"
"11","0.115097594416687"
"12","-141.391923685362"
"13","6.86746155432519"
"14","0.929336880960132"
"15","0.11638332482138"
"16","0.968113035092953"
"17","0.134321949744107"
"18","-1784.74668012976"
"19","0.20526256260356"
"20","-21.8577543902877"
"21","15.4322775779501"
"22","2.60585238293754"
"23","3.81962442940008"
"24","15.4322775779501"
"25","-26.4813269582253"
"26","4.46247340381419"
"27","6.58657597646108"
"28","2.60585238293754"
"29","4.46247340381419"
"30","-8.13723070566973"
"31","1.068904918918"
"32","3.81962442940008"
"33","6.58657597646108"
"34","1.068904918918"
"35","-11.4751053247792"
"36","-0.034287651777098"
"37","-0.0584942166934251"
"38","-0.00924331096644812"
"39","0.102025179436971"
"40","19.8529850246299"
"41","0.00133164923027022"
