"","x"
"1","Name"
"2","Student number"
"3","85"
"4","R"
"5","4.1.2"
"6","-0.945336213686421"
"7","0.0912997911069632"
"8","-1.0747526850615"
"9","0.105076538274718"
"10","-2.41143553094429"
"11","0.113414147777473"
"12","-145.283374178611"
"13","6.93427463209117"
"14","0.779050203937893"
"15","0.113234471387978"
"16","0.934690628079878"
"17","0.134486365505658"
"18","-1790.23738843393"
"19","0.200899096826515"
"20","-22.4196248073088"
"21","15.7667125916572"
"22","2.4645163873522"
"23","4.18839582829942"
"24","15.7667125916572"
"25","-27.3282419725469"
"26","4.28993770850426"
"27","7.27159167238547"
"28","2.4645163873522"
"29","4.28993770850426"
"30","-7.84799164056079"
"31","1.09353754470432"
"32","4.18839582829942"
"33","7.27159167238547"
"34","1.09353754470432"
"35","-12.5535250453892"
"36","-0.0287530495885743"
"37","-0.0495749144875585"
"38","-0.00734223981642292"
"39","0.0856702038925557"
"40","11.5057371563271"
"41","0.0422252347893867"
