"","x"
"1","Name"
"2","Student number"
"3","46"
"4","R"
"5","4.1.2"
"6","-0.892319761897123"
"7","0.0902262536842202"
"8","-1.08186683897846"
"9","0.10220291457328"
"10","-2.30214196257421"
"11","0.110745175385806"
"12","-132.536379822537"
"13","6.73375605102667"
"14","0.805105772440747"
"15","0.111869445707377"
"16","0.890080513559957"
"17","0.13319129251458"
"18","-1861.48091252524"
"19","0.179701857264335"
"20","-21.4496635253521"
"21","14.9602676839279"
"22","2.43414212061591"
"23","4.05525372080836"
"24","14.9602676839279"
"25","-25.7673816704641"
"26","4.0761408602201"
"27","6.73097312631609"
"28","2.43414212061591"
"29","4.0761408602201"
"30","-7.58085401183271"
"31","1.0705710309967"
"32","4.05525372080836"
"33","6.73097312631609"
"34","1.0705710309967"
"35","-11.8567978781211"
"36","-0.0319732757945936"
"37","-0.0526803366346371"
"38","-0.00826292157179362"
"39","0.0929165340010242"
"40","13.1307023715465"
"41","0.0221842517574356"
