"","x"
"1","Name"
"2","Student number"
"3","54"
"4","R"
"5","4.1.2"
"6","-0.909009657884521"
"7","0.0922574870962401"
"8","-1.07884763576345"
"9","0.103650540109457"
"10","-2.44613917074451"
"11","0.114939478266991"
"12","-141.560772059245"
"13","6.92287885583729"
"14","0.916499448809"
"15","0.115423687276831"
"16","0.859670766478533"
"17","0.134432186224009"
"18","-1785.91540706464"
"19","0.19874065818426"
"20","-21.8497070053745"
"21","15.5236047091004"
"22","2.45184789305083"
"23","3.87425440322331"
"24","15.5236047091004"
"25","-26.695307867571"
"26","4.38998497358391"
"27","6.78171818488673"
"28","2.45184789305083"
"29","4.38998497358391"
"30","-7.87543470842403"
"31","1.03360184178929"
"32","3.87425440322331"
"33","6.78171818488673"
"34","1.03360184178929"
"35","-11.6895744298993"
"36","-0.033560705984474"
"37","-0.0589718408144004"
"38","-0.0088037566802759"
"39","0.10133630347915"
"40","17.9887999061682"
"41","0.00296047421562536"
