"","x"
"1","Name"
"2","Student number"
"3","78"
"4","R"
"5","4.1.2"
"6","-0.977509432210171"
"7","0.0913584627960785"
"8","-1.05980793885633"
"9","0.103292517102353"
"10","-2.49680644333858"
"11","0.114164590157299"
"12","-145.581005954148"
"13","6.95525798666814"
"14","0.694912425996149"
"15","0.113315170626657"
"16","0.862124074707458"
"17","0.132602086025241"
"18","-1801.56919229632"
"19","0.197104171904895"
"20","-22.7693283011983"
"21","16.0465030504322"
"22","2.60228503802753"
"23","4.12054021273852"
"24","16.0465030504322"
"25","-27.5587573842177"
"26","4.44668701076534"
"27","7.06556732302013"
"28","2.60228503802753"
"29","4.44668701076534"
"30","-8.14975521578787"
"31","1.10078316699501"
"32","4.12054021273852"
"33","7.06556732302013"
"34","1.10078316699501"
"35","-12.2868907027536"
"36","-0.0241793741620927"
"37","-0.0410411763844091"
"38","-0.00636035830857143"
"39","0.0715809088550732"
"40","11.5206115978839"
"41","0.0419809094246212"
