"","x"
"1","Name"
"2","Student number"
"3","99"
"4","R"
"5","4.1.2"
"6","-0.931365546834421"
"7","0.0907575686961967"
"8","-1.14837233824856"
"9","0.106542344499541"
"10","-2.42942126351976"
"11","0.113668052279654"
"12","-140.551784570403"
"13","6.83477940416306"
"14","0.911552084002958"
"15","0.115592025513956"
"16","0.964888901454182"
"17","0.135963664309678"
"18","-1766.3556532388"
"19","0.208421714104266"
"20","-21.7873786266977"
"21","15.4688949925774"
"22","2.34776003817499"
"23","3.97072359594529"
"24","15.4688949925774"
"25","-26.1954950952651"
"26","3.97206655831705"
"27","6.75453354437059"
"28","2.34776003817499"
"29","3.97206655831705"
"30","-7.30148574554253"
"31","0.981659149050493"
"32","3.97072359594529"
"33","6.75453354437059"
"34","0.981659149050493"
"35","-11.7069162893664"
"36","-0.0351597391160752"
"37","-0.0589388233387168"
"38","-0.00835160937668775"
"39","0.10245017183148"
"40","6.87849078398052"
"41","0.229835093557968"
