"","x"
"1","Name"
"2","Student number"
"3","73"
"4","R"
"5","4.1.2"
"6","-0.932293723062059"
"7","0.0929195008046511"
"8","-1.03571833747901"
"9","0.102854305127225"
"10","-2.51772163896993"
"11","0.116451526446072"
"12","-143.116739840712"
"13","7.01859508122648"
"14","0.911806783902135"
"15","0.115325468345822"
"16","0.952670669059138"
"17","0.134857416774683"
"18","-1776.65338933651"
"19","0.202803741455515"
"20","-22.0253389795712"
"21","15.6915293284125"
"22","2.54761162756127"
"23","3.78619802359751"
"24","15.6915293284125"
"25","-26.899857776161"
"26","4.549656970815"
"27","6.65867147693356"
"28","2.54761162756127"
"29","4.549656970815"
"30","-8.13058441663401"
"31","1.03331581825775"
"32","3.78619802359751"
"33","6.65867147693356"
"34","1.03331581825775"
"35","-11.4781853187888"
"36","-0.0318592417969304"
"37","-0.0558370833705658"
"38","-0.00852593597976602"
"39","0.0962222611472623"
"40","8.66209397663321"
"41","0.123325189880464"
