"","x"
"1","Name"
"2","Student number"
"3","34"
"4","R"
"5","4.1.2"
"6","-0.928919884213036"
"7","0.0910017133354605"
"8","-1.05026251094357"
"9","0.103760889333336"
"10","-2.37901208286381"
"11","0.112397254453541"
"12","-139.904667152102"
"13","6.81372099118307"
"14","0.933313760536158"
"15","0.113031600770081"
"16","1.01035804509914"
"17","0.132792017052162"
"18","-1781.09620244759"
"19","0.211448954194217"
"20","-21.4342941995902"
"21","14.9632469269013"
"22","2.46604238472509"
"23","4.00500488796389"
"24","14.9632469269013"
"25","-26.0088425446309"
"26","4.25547546423935"
"27","6.79012015349028"
"28","2.46604238472509"
"29","4.25547546423935"
"30","-7.79975827944383"
"31","1.07824043047939"
"32","4.00500488796389"
"33","6.79012015349028"
"34","1.07824043047939"
"35","-11.8733654719336"
"36","-0.0382590543622584"
"37","-0.0650129458109179"
"38","-0.00992206507522171"
"39","0.113194065248398"
"40","7.78732020874174"
"41","0.168352906048095"
