"","x"
"1","Name"
"2","Student number"
"3","24"
"4","R"
"5","4.1.2"
"6","-0.959368242608073"
"7","0.0918640765380347"
"8","-1.12984165690982"
"9","0.104633850095795"
"10","-2.44411873055382"
"11","0.113386751756352"
"12","-142.712499062193"
"13","6.90446919571013"
"14","0.952308192697445"
"15","0.115478931329867"
"16","0.923194008951092"
"17","0.133574129190506"
"18","-1784.22740210247"
"19","0.206612082295144"
"20","-22.147320965863"
"21","15.5467845225861"
"22","2.46323513469309"
"23","4.13730130858384"
"24","15.5467845225861"
"25","-26.7001974995078"
"26","4.20240238172472"
"27","6.95101059519701"
"28","2.46323513469309"
"29","4.20240238172472"
"30","-7.71646524106963"
"31","1.05082772465182"
"32","4.13730130858384"
"33","6.95101059519701"
"34","1.05082772465182"
"35","-12.1391396284327"
"36","-0.0391681222448933"
"37","-0.0663856293225629"
"38","-0.00966699616060426"
"39","0.11522074772806"
"40","9.68734184090614"
"41","0.0845947872350854"
