"","x"
"1","Name"
"2","Student number"
"3","41"
"4","R"
"5","4.1.2"
"6","-0.943435556527165"
"7","0.0909998690740944"
"8","-1.18329733886737"
"9","0.108573613939301"
"10","-2.4319616960898"
"11","0.113550679060043"
"12","-142.017598645817"
"13","6.83027347810286"
"14","0.884984857476769"
"15","0.114847743201295"
"16","0.87053539252407"
"17","0.136547662604203"
"18","-1768.68406197775"
"19","0.203815173775914"
"20","-21.981683112007"
"21","15.6607296232278"
"22","2.22361234336536"
"23","4.09734114541384"
"24","15.6607296232278"
"25","-26.6129144046317"
"26","3.90445522368409"
"27","7.04772955771985"
"28","2.22361234336536"
"29","3.90445522368409"
"30","-7.10026206137651"
"31","0.97219449432706"
"32","4.09734114541384"
"33","7.04772955771985"
"34","0.97219449432706"
"35","-12.1172651974607"
"36","-0.0337670406178353"
"37","-0.0576548957463931"
"38","-0.00781121959762089"
"39","0.0992331559618493"
"40","-6.6757001626902"
"41","1"
