"","x"
"1","Name"
"2","Student number"
"3","00"
"4","R"
"5","4.1.2"
"6","-0.908787120383785"
"7","0.0934249734618184"
"8","-1.02259287878196"
"9","0.104628972075221"
"10","-2.4010035934359"
"11","0.11527366188195"
"12","-144.940109777226"
"13","7.04346391141138"
"14","0.762827363114802"
"15","0.113001781482159"
"16","1.03882233775429"
"17","0.137144465817799"
"18","-1787.22787820402"
"19","0.201839928227146"
"20","-21.8515221889996"
"21","15.384319502924"
"22","2.40865931578542"
"23","4.05854337029017"
"24","15.384319502924"
"25","-27.3115799041565"
"26","4.4768367002444"
"27","7.45042370098812"
"28","2.40865931578542"
"29","4.4768367002444"
"30","-8.00952585219647"
"31","1.12402983616664"
"32","4.05854337029017"
"33","7.45042370098812"
"34","1.12402983616664"
"35","-12.6329969074449"
"36","-0.0267730204434804"
"37","-0.0490187226671858"
"38","-0.00717560079193678"
"39","0.082967343902603"
"40","16.2777279975986"
"41","0.00609429827425357"
